flight_plan_id,operator_id,aircraft_id,aircraft_type,city,city_code,region,route_id,scenario,apply_time,planned_takeoff_time,planned_landing_time,planned_duration_min,planned_altitude_m,planned_distance_km,night_flight,payload_kg,approval_status,preflight_risk_score,preflight_risk_level,data_nature,source_basis
FP000097,OP0511,UAV00550,复合翼无人机,成都,510100,西南,RT_510100_006,应急救援,2026-01-22 00:14:00,2026-01-22 15:14:00,2026-01-22 16:02:00,48,89,20.58,False,9.14,通过,29.34,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000098,OP0625,UAV01127,多旋翼无人机,杭州,330100,华东,RT_330100_034,医疗物资运输,2026-06-26 08:20:00,2026-06-27 01:20:00,2026-06-27 02:09:00,49,92,58.78,True,4.94,通过,54.96,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000099,OP0160,UAV01926,复合翼无人机,武汉,420100,中南,RT_420100_042,城市治理巡检,2026-04-03 10:40:00,2026-04-03 15:40:00,2026-04-03 16:09:00,29,131,10.01,False,9.52,通过,29.04,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000100,OP0167,UAV00418,多旋翼无人机,厦门,350200,华东,RT_350200_043,应急救援,2026-05-04 12:53:00,2026-05-04 15:53:00,2026-05-04 16:21:00,28,81,34.81,False,0.23,通过,30.49,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000101,OP0233,UAV02111,复合翼无人机,厦门,350200,华东,RT_350200_009,交通巡查,2026-01-24 07:55:00,2026-01-24 12:55:00,2026-01-24 13:35:00,40,76,55.01,False,9.63,通过,35.22,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000102,OP0500,UAV01743,多旋翼无人机,珠海,440400,中南,RT_440400_048,园区低空运营,2026-04-25 19:13:00,2026-04-26 18:13:00,2026-04-26 18:55:00,42,60,48.09,False,1.96,通过,34.69,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000103,OP0061,UAV00748,eVTOL,合肥,340100,华东,RT_340100_050,园区低空运营,2026-06-05 18:49:00,2026-06-06 18:49:00,2026-06-06 19:21:00,32,85,17.37,False,122.39,通过,25.27,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000104,OP0367,UAV00159,多旋翼无人机,成都,510100,西南,RT_510100_050,交通巡查,2026-06-11 00:40:00,2026-06-12 03:40:00,2026-06-12 03:48:00,8,126,36.24,True,0.46,通过,52.93,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000105,OP0305,UAV01735,多旋翼无人机,上海,310000,华东,RT_310000_054,交通巡查,2026-04-29 02:44:00,2026-04-30 05:44:00,2026-04-30 06:25:00,41,80,40.57,True,5.27,通过,57.81,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000106,OP0369,UAV00800,eVTOL,上海,310000,华东,RT_310000_006,城市治理巡检,2026-02-26 21:58:00,2026-02-27 03:58:00,2026-02-27 04:36:00,38,87,51.7,True,117.54,通过,23.09,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000107,OP0103,UAV00767,固定翼无人机,北京,110000,华北,RT_110000_052,城市治理巡检,2026-06-06 23:25:00,2026-06-08 06:25:00,2026-06-08 06:33:00,8,103,20.36,False,6.75,待审,16.07,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000108,OP0389,UAV01780,多旋翼无人机,厦门,350200,华东,RT_350200_059,应急救援,2026-02-12 04:18:00,2026-02-13 05:18:00,2026-02-13 06:34:00,76,97,15.18,True,2.29,驳回,8.45,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000109,OP0312,UAV01577,eVTOL,西安,610100,西北,RT_610100_040,城市治理巡检,2026-06-16 15:14:00,2026-06-18 03:14:00,2026-06-18 04:20:00,66,108,39.03,True,122.46,驳回,22.89,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000110,OP0170,UAV00423,eVTOL,珠海,440400,中南,RT_440400_032,文旅观光,2026-06-05 07:26:00,2026-06-05 17:26:00,2026-06-05 18:44:00,78,116,54.92,False,121.09,撤销,23.93,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000111,OP0321,UAV01511,多旋翼无人机,南通,320600,华东,RT_320600_012,交通巡查,2026-01-28 11:19:00,2026-01-29 07:19:00,2026-01-29 08:12:00,53,157,34.7,False,3.47,通过,16.02,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000112,OP0297,UAV01346,复合翼无人机,东莞,441900,中南,RT_441900_058,电力巡检,2026-04-06 12:57:00,2026-04-07 09:57:00,2026-04-07 10:40:00,43,45,20.99,False,5.4,通过,41.46,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000113,OP0159,UAV01226,多旋翼无人机,深圳,440300,中南,RT_440300_040,医疗物资运输,2026-06-03 00:57:00,2026-06-04 06:57:00,2026-06-04 07:21:00,24,82,65.53,False,6.81,通过,33.41,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000114,OP0624,UAV00472,多旋翼无人机,长沙,430100,中南,RT_430100_032,园区低空运营,2026-01-31 22:52:00,2026-02-02 08:52:00,2026-02-02 09:28:00,36,87,10.24,False,3.42,通过,48.55,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000115,OP0257,UAV01530,多旋翼无人机,郑州,410100,中南,RT_410100_058,文旅观光,2026-04-20 18:43:00,2026-04-20 20:43:00,2026-04-20 21:09:00,26,87,25.23,True,3.71,通过,61.0,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000116,OP0447,UAV02555,多旋翼无人机,上海,310000,华东,RT_310000_055,文旅观光,2026-05-21 15:58:00,2026-05-22 22:58:00,2026-05-22 23:50:00,52,105,27.57,True,0.0,通过,19.61,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000117,OP0232,UAV00169,多旋翼无人机,杭州,330100,华东,RT_330100_049,医疗物资运输,2026-06-15 06:44:00,2026-06-15 18:44:00,2026-06-15 19:34:00,50,105,12.17,False,4.24,通过,27.48,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000118,OP0401,UAV01967,系留无人机,南通,320600,华东,RT_320600_004,医疗物资运输,2026-06-05 14:55:00,2026-06-06 10:55:00,2026-06-06 11:52:00,57,103,3.64,False,0.0,通过,53.95,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000119,OP0187,UAV00278,多旋翼无人机,上海,310000,华东,RT_310000_048,园区低空运营,2026-01-01 16:27:00,2026-01-03 03:27:00,2026-01-03 04:22:00,55,104,30.77,True,2.86,通过,31.31,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000120,OP0446,UAV00453,多旋翼无人机,北京,110000,华北,RT_110000_019,低空物流配送,2026-06-20 23:34:00,2026-06-21 00:34:00,2026-06-21 01:23:00,49,105,38.54,True,3.19,通过,44.37,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000121,OP0587,UAV00980,多旋翼无人机,南通,320600,华东,RT_320600_037,应急救援,2026-06-26 04:15:00,2026-06-26 10:15:00,2026-06-26 10:54:00,39,93,46.15,False,2.63,驳回,16.54,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000122,OP0082,UAV02065,固定翼无人机,东莞,441900,中南,RT_441900_026,医疗物资运输,2026-04-03 02:25:00,2026-04-03 15:25:00,2026-04-03 16:12:00,47,98,17.2,False,7.64,待审,60.07,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000123,OP0451,UAV01180,多旋翼无人机,南京,320100,华东,RT_320100_044,低空物流配送,2026-06-22 10:40:00,2026-06-23 17:40:00,2026-06-23 17:54:00,14,80,38.68,False,3.48,驳回,29.29,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000124,OP0363,UAV01270,固定翼无人机,武汉,420100,中南,RT_420100_039,医疗物资运输,2026-04-04 09:54:00,2026-04-05 13:54:00,2026-04-05 14:37:00,43,146,16.1,False,4.24,通过,31.3,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000125,OP0328,UAV02746,多旋翼无人机,郑州,410100,中南,RT_410100_025,城市治理巡检,2026-02-25 15:05:00,2026-02-25 19:05:00,2026-02-25 19:56:00,51,166,16.61,False,4.81,通过,29.89,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000126,OP0146,UAV02724,eVTOL,青岛,370200,华东,RT_370200_049,园区低空运营,2026-03-15 05:54:00,2026-03-15 11:54:00,2026-03-15 12:50:00,56,156,4.5,False,117.7,通过,26.51,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000127,OP0537,UAV01398,多旋翼无人机,海口,460100,中南,RT_460100_050,交通巡查,2026-05-17 16:46:00,2026-05-18 10:46:00,2026-05-18 11:59:00,73,67,28.74,False,1.94,通过,47.6,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000128,OP0185,UAV01411,多旋翼无人机,厦门,350200,华东,RT_350200_052,医疗物资运输,2026-04-16 05:38:00,2026-04-17 12:38:00,2026-04-17 12:56:00,18,141,64.15,False,0.0,通过,63.06,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000129,OP0162,UAV01708,多旋翼无人机,海口,460100,中南,RT_460100_053,医疗物资运输,2026-06-01 23:03:00,2026-06-02 20:03:00,2026-06-02 20:15:00,12,45,37.7,True,0.58,驳回,23.39,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000130,OP0110,UAV00530,固定翼无人机,海口,460100,中南,RT_460100_057,低空物流配送,2026-01-01 16:33:00,2026-01-02 02:33:00,2026-01-02 02:50:00,17,108,9.48,True,5.05,通过,51.48,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000131,OP0175,UAV02620,固定翼无人机,南通,320600,华东,RT_320600_013,低空物流配送,2026-01-15 16:04:00,2026-01-17 01:04:00,2026-01-17 01:48:00,44,117,15.03,True,6.91,通过,25.78,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000132,OP0128,UAV00922,复合翼无人机,长沙,430100,中南,RT_430100_060,城市治理巡检,2026-01-26 19:08:00,2026-01-28 03:08:00,2026-01-28 04:05:00,57,97,25.04,True,4.67,通过,34.76,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000133,OP0516,UAV02755,固定翼无人机,上海,310000,华东,RT_310000_012,城市治理巡检,2026-02-25 15:57:00,2026-02-26 14:57:00,2026-02-26 15:05:00,8,106,22.83,False,7.87,通过,19.41,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000134,OP0315,UAV01419,多旋翼无人机,南通,320600,华东,RT_320600_029,医疗物资运输,2026-06-27 17:10:00,2026-06-27 20:10:00,2026-06-27 20:35:00,25,99,24.09,True,4.97,通过,10.08,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000135,OP0515,UAV02451,复合翼无人机,海口,460100,中南,RT_460100_011,医疗物资运输,2026-03-20 17:29:00,2026-03-21 19:29:00,2026-03-21 20:10:00,41,106,17.64,False,6.83,通过,69.48,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000136,OP0131,UAV01021,复合翼无人机,长沙,430100,中南,RT_430100_058,应急救援,2026-06-04 11:25:00,2026-06-04 23:25:00,2026-06-05 00:32:00,67,117,39.61,True,10.41,驳回,24.58,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000137,OP0085,UAV02119,系留无人机,东莞,441900,中南,RT_441900_034,低空物流配送,2026-02-10 00:44:00,2026-02-11 08:44:00,2026-02-11 08:58:00,14,161,24.62,False,0.0,通过,18.7,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000138,OP0316,UAV02384,系留无人机,西安,610100,西北,RT_610100_002,文旅观光,2026-04-07 10:40:00,2026-04-07 11:40:00,2026-04-07 12:29:00,49,103,39.06,False,5.95,通过,31.29,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000139,OP0227,UAV00312,固定翼无人机,珠海,440400,中南,RT_440400_059,文旅观光,2026-06-12 10:34:00,2026-06-13 11:34:00,2026-06-13 11:42:00,8,100,54.13,False,2.25,通过,23.4,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000140,OP0180,UAV02518,多旋翼无人机,合肥,340100,华东,RT_340100_014,城市治理巡检,2026-02-22 19:54:00,2026-02-23 19:54:00,2026-02-23 20:11:00,17,110,55.5,False,3.64,通过,81.8,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000141,OP0596,UAV02484,复合翼无人机,郑州,410100,中南,RT_410100_004,城市治理巡检,2026-06-13 03:07:00,2026-06-13 23:07:00,2026-06-13 23:47:00,40,78,22.84,True,8.94,通过,54.31,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000142,OP0258,UAV00267,多旋翼无人机,东莞,441900,中南,RT_441900_003,园区低空运营,2026-02-10 20:30:00,2026-02-11 20:30:00,2026-02-11 21:50:00,80,72,29.23,True,3.16,通过,51.18,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000143,OP0492,UAV02306,多旋翼无人机,海口,460100,中南,RT_460100_013,应急救援,2026-03-01 10:31:00,2026-03-01 16:31:00,2026-03-01 17:02:00,31,68,5.51,False,4.52,通过,11.23,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000144,OP0285,UAV02438,多旋翼无人机,青岛,370200,华东,RT_370200_005,城市治理巡检,2026-06-19 14:16:00,2026-06-19 16:16:00,2026-06-19 17:22:00,66,91,17.78,False,1.23,驳回,35.29,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000145,OP0155,UAV02346,多旋翼无人机,厦门,350200,华东,RT_350200_036,交通巡查,2026-03-20 21:24:00,2026-03-21 07:24:00,2026-03-21 08:30:00,66,120,10.84,False,0.2,驳回,10.84,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000146,OP0332,UAV01275,eVTOL,海口,460100,中南,RT_460100_020,电力巡检,2026-06-06 03:16:00,2026-06-07 12:16:00,2026-06-07 13:24:00,68,95,46.28,False,120.68,通过,65.08,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000147,OP0548,UAV02169,多旋翼无人机,长沙,430100,中南,RT_430100_009,低空物流配送,2026-01-12 09:25:00,2026-01-13 16:25:00,2026-01-13 16:39:00,14,73,26.58,False,5.12,驳回,17.05,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000148,OP0286,UAV02765,多旋翼无人机,长沙,430100,中南,RT_430100_011,园区低空运营,2026-02-23 22:40:00,2026-02-24 20:40:00,2026-02-24 21:48:00,68,123,40.11,True,4.15,通过,41.41,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000149,OP0107,UAV00031,多旋翼无人机,广州,440100,中南,RT_440100_053,园区低空运营,2026-02-26 13:19:00,2026-02-27 07:19:00,2026-02-27 07:57:00,38,124,19.91,False,3.25,通过,23.62,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000150,OP0306,UAV01307,多旋翼无人机,珠海,440400,中南,RT_440400_057,交通巡查,2026-02-03 14:08:00,2026-02-03 18:08:00,2026-02-03 19:13:00,65,86,64.21,False,2.6,待审,36.17,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000151,OP0568,UAV00614,多旋翼无人机,合肥,340100,华东,RT_340100_037,电力巡检,2026-04-24 12:02:00,2026-04-24 15:02:00,2026-04-24 15:16:00,14,143,29.72,False,2.08,通过,6.4,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000152,OP0536,UAV01396,多旋翼无人机,成都,510100,西南,RT_510100_043,文旅观光,2026-01-08 08:17:00,2026-01-08 15:17:00,2026-01-08 16:17:00,60,151,44.78,False,3.12,通过,55.27,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000153,OP0630,UAV02619,eVTOL,南京,320100,华东,RT_320100_056,园区低空运营,2026-02-17 17:21:00,2026-02-18 07:21:00,2026-02-18 08:16:00,55,118,35.36,False,117.4,待审,20.65,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000154,OP0626,UAV00780,多旋翼无人机,长沙,430100,中南,RT_430100_024,园区低空运营,2026-01-28 19:07:00,2026-01-29 14:07:00,2026-01-29 14:34:00,27,76,11.43,False,3.02,通过,27.87,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000155,OP0052,UAV00500,多旋翼无人机,南京,320100,华东,RT_320100_028,交通巡查,2026-06-07 02:29:00,2026-06-07 20:29:00,2026-06-07 21:04:00,35,68,58.65,True,0.89,驳回,20.82,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000156,OP0254,UAV00892,固定翼无人机,海口,460100,中南,RT_460100_017,应急救援,2026-02-09 06:46:00,2026-02-09 12:46:00,2026-02-09 13:36:00,50,113,3.09,False,5.9,通过,38.43,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000157,OP0004,UAV01401,直升机,苏州,320500,华东,RT_320500_009,文旅观光,2026-01-24 14:06:00,2026-01-25 07:06:00,2026-01-25 08:02:00,56,154,23.28,False,58.01,驳回,29.35,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000158,OP0582,UAV00693,多旋翼无人机,合肥,340100,华东,RT_340100_032,城市治理巡检,2026-02-20 12:02:00,2026-02-21 13:02:00,2026-02-21 13:43:00,41,73,57.05,False,6.0,通过,47.72,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000159,OP0621,UAV00884,多旋翼无人机,广州,440100,中南,RT_440100_033,城市治理巡检,2026-03-31 01:59:00,2026-03-31 22:59:00,2026-03-31 23:51:00,52,137,26.22,True,0.23,需补充材料,40.73,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000160,OP0497,UAV00996,多旋翼无人机,厦门,350200,华东,RT_350200_030,应急救援,2026-06-12 23:15:00,2026-06-13 15:15:00,2026-06-13 15:42:00,27,109,36.34,False,3.94,通过,23.55,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000161,OP0091,UAV00909,多旋翼无人机,南通,320600,华东,RT_320600_045,城市治理巡检,2026-01-23 10:28:00,2026-01-23 23:28:00,2026-01-24 00:16:00,48,99,54.02,True,6.2,通过,57.56,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000162,OP0248,UAV00926,多旋翼无人机,南京,320100,华东,RT_320100_002,低空物流配送,2026-01-24 04:31:00,2026-01-25 02:31:00,2026-01-25 03:15:00,44,54,29.9,True,1.51,驳回,6.7,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
