grid_id,city,city_code,region,centroid_lat,centroid_lon,airspace_class,max_allowed_altitude_m,nearby_airport_distance_km,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,weather_risk_score,computed_risk_score,computed_risk_level,no_fly_or_control_reason,data_nature,source_basis
110000_G0110,北京,110000,华北,39.715996,116.708572,禁飞区,0,34.98,4393.55,41.36,0.822,0.867,0.327,85.55,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0111,北京,110000,华北,39.68271,116.508436,适飞空域,120,26.48,1627.6,3.65,0.962,0.853,0.412,21.2,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0112,北京,110000,华北,40.024278,116.618881,适飞空域,120,10.75,2176.54,30.29,0.912,0.908,0.106,15.11,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0113,北京,110000,华北,40.094757,116.346013,文旅体验区,120,13.06,1113.49,7.73,0.433,0.737,0.363,31.94,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0114,北京,110000,华北,39.748986,116.260452,适飞空域,120,37.31,1855.05,7.83,0.478,0.696,0.085,8.52,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0115,北京,110000,华北,39.817364,116.315242,管制空域,60,13.15,2205.54,16.71,0.548,0.72,0.246,63.33,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0116,北京,110000,华北,39.756686,116.248686,适飞空域,120,14.18,2963.89,3.56,0.474,0.909,0.347,31.29,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0117,北京,110000,华北,40.142702,116.321999,适飞空域,120,53.79,2459.74,8.22,0.296,0.598,0.089,10.85,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0118,北京,110000,华北,39.658574,116.711941,管制空域,60,0.63,1070.91,8.97,0.983,0.786,0.12,57.06,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0119,北京,110000,华北,40.059404,116.655364,管制空域,60,7.68,1535.79,4.86,0.598,0.669,0.341,72.58,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0120,北京,110000,华北,39.791562,116.557689,适飞空域,120,33.18,862.56,20.74,0.557,0.9,0.477,12.27,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0121,北京,110000,华北,40.002829,116.263452,适飞空域,120,9.15,817.5,8.88,0.803,0.873,0.278,12.27,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0122,北京,110000,华北,39.760228,116.350566,适飞空域,120,1.88,5411.95,16.96,0.876,0.651,0.129,30.41,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0123,北京,110000,华北,39.656532,116.66846,机场净空保护区,30,4.8,2140.06,18.28,0.364,0.65,0.215,80.81,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0124,北京,110000,华北,39.899197,116.422338,机场净空保护区,30,0.5,3491.48,25.4,0.639,0.81,0.081,93.03,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0125,北京,110000,华北,39.817544,116.481743,低空物流走廊,150,57.78,1001.14,6.87,0.898,0.832,0.338,14.12,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0126,北京,110000,华北,39.624466,116.441481,机场净空保护区,30,6.9,1739.29,5.95,0.841,0.902,0.086,64.92,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0127,北京,110000,华北,39.854685,116.151066,管制空域,60,32.03,1112.8,12.43,0.573,0.855,0.397,48.86,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0128,北京,110000,华北,39.847738,116.216095,禁飞区,0,9.17,1883.08,8.48,0.686,0.653,0.288,99.16,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0129,北京,110000,华北,40.154871,116.428676,禁飞区,0,17.48,1152.25,4.41,0.618,0.828,0.214,96.81,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0130,北京,110000,华北,40.146974,116.530695,适飞空域,120,6.87,2359.39,41.91,0.29,0.671,0.316,38.22,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0131,北京,110000,华北,39.951442,116.365554,文旅体验区,120,7.63,1504.83,7.82,0.725,0.736,0.168,44.35,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0132,北京,110000,华北,39.732832,116.49131,适飞空域,120,67.15,1325.97,8.31,0.768,0.434,0.269,16.02,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0133,北京,110000,华北,39.78792,116.591442,适飞空域,120,21.13,1597.2,28.75,0.783,0.384,0.216,6.53,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0134,北京,110000,华北,39.980246,116.241687,适飞空域,120,41.27,1517.56,9.51,0.565,0.644,0.429,15.5,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0135,北京,110000,华北,39.629296,116.638456,适飞空域,120,7.83,1429.06,7.3,0.371,0.63,0.253,27.47,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0136,北京,110000,华北,39.71779,116.506453,适飞空域,120,83.25,674.62,30.91,0.708,0.957,0.138,9.84,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0137,北京,110000,华北,39.674831,116.108064,文旅体验区,120,11.85,2557.85,15.65,0.713,0.769,0.244,35.53,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0138,北京,110000,华北,39.964922,116.712069,适飞空域,120,4.67,576.34,7.65,0.738,0.84,0.326,20.65,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0139,北京,110000,华北,40.001748,116.360812,禁飞区,0,27.69,3284.24,33.17,0.731,0.767,0.302,84.96,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0140,北京,110000,华北,40.026848,116.310956,适飞空域,120,5.02,4035.56,27.73,0.886,0.691,0.217,26.77,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0141,北京,110000,华北,40.109867,116.351577,适飞空域,120,18.95,723.41,8.39,0.684,0.843,0.388,17.88,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0142,北京,110000,华北,39.838564,116.610062,机场净空保护区,30,14.64,636.28,16.74,0.812,0.728,0.077,58.96,中,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0143,北京,110000,华北,39.842381,116.680213,禁飞区,0,63.1,4756.58,35.95,0.94,0.571,0.23,89.26,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0144,北京,110000,华北,39.751319,116.106826,机场净空保护区,30,3.02,493.55,13.12,0.565,0.844,0.45,76.6,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0145,北京,110000,华北,40.07689,116.198538,机场净空保护区,30,56.81,1791.74,35.49,0.684,0.565,0.291,67.6,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0146,北京,110000,华北,39.787614,116.500893,禁飞区,0,6.47,633.24,25.06,0.896,0.592,0.299,99.77,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0147,北京,110000,华北,39.786107,116.226097,机场净空保护区,30,5.06,2664.35,13.1,0.732,0.585,0.146,76.32,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0148,北京,110000,华北,39.742809,116.566653,禁飞区,0,52.99,2032.12,12.11,0.634,0.856,0.342,90.5,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0149,北京,110000,华北,39.932603,116.424546,适飞空域,120,23.61,2138.45,11.92,0.788,0.505,0.44,18.43,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0150,北京,110000,华北,40.076167,116.492615,机场净空保护区,30,37.75,3198.76,5.8,0.84,0.79,0.33,60.94,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0151,北京,110000,华北,40.054174,116.162944,敏感目标保护区,50,3.3,2880.9,44.59,0.595,0.729,0.357,92.81,严重,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0152,北京,110000,华北,39.727639,116.111769,管制空域,60,12.28,978.18,7.63,0.55,0.748,0.402,59.64,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0153,北京,110000,华北,40.157378,116.231951,适飞空域,120,40.87,182.39,62.69,0.747,0.885,0.382,13.59,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0154,北京,110000,华北,39.864994,116.152762,敏感目标保护区,50,22.44,3214.76,16.15,0.93,0.764,0.206,70.08,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0155,北京,110000,华北,39.788171,116.384888,适飞空域,120,22.26,918.51,18.23,0.623,0.854,0.233,13.63,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
110000_G0156,北京,110000,华北,40.117403,116.463662,敏感目标保护区,50,7.71,2954.34,5.17,0.767,0.757,0.29,86.08,严重,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
